TimeStamp,Flow_Count,Flow_Rate,Fluor_V,CHL,xMiss_V,Trans,RTP_Temp,TSG_Temp,TSG_Cond,Salinity
,Hz,mL/sec,mV,ug/L,mV,%,C,C,S/m,psu
2023-01-23 06:31:30.07, 10.5, 18.0, 61, 1.09, 3823, 81.3, 1.576, 3.076, 3.0574, 33.593
2023-01-23 06:32:00.07, 10.5, 18.0, 62, 1.11, 3767, 80.2, 1.576, 3.076, 3.0574, 33.593
2023-01-23 06:32:30.07, 10.4, 18.0, 67, 1.25, 3805, 81.0, 1.577, 3.076, 3.0575, 33.594
2023-01-23 06:33:00.07, 10.4, 17.9, 61, 1.08, 3804, 80.9, 1.575, 3.076, 3.0575, 33.595
2023-01-23 06:33:30.07, 10.4, 17.9, 60, 1.06, 3669, 78.1, 1.578, 3.076, 3.0575, 33.594
2023-01-23 06:34:00.07, 10.4, 17.9, 65, 1.19, 3758, 80.0, 1.574, 3.075, 3.0574, 33.595
2023-01-23 06:34:30.07, 10.3, 17.8, 58, 1.01, 3647, 77.6, 1.575, 3.075, 3.0574, 33.594
2023-01-23 06:35:00.07, 10.3, 17.8, 64, 1.16, 3725, 79.3, 1.576, 3.075, 3.0574, 33.594
2023-01-23 06:35:30.07, 10.4, 17.9, 56, 0.97, 3794, 80.7, 1.577, 3.074, 3.0572, 33.594
2023-01-23 06:36:00.07, 10.6, 18.2, 58, 1.01, 3777, 80.4, 1.575, 3.073, 3.0572, 33.593
2023-01-23 06:36:30.07, 10.6, 18.3, 67, 1.25, 3775, 80.3, 1.574, 3.074, 3.0572, 33.593
2023-01-23 06:37:00.07, 10.6, 18.3, 60, 1.06, 3816, 81.2, 1.576, 3.074, 3.0573, 33.593
2023-01-23 06:37:30.07, 10.6, 18.3, 63, 1.14, 3803, 80.9, 1.578, 3.075, 3.0567, 33.586
2023-01-23 06:38:00.07, 10.6, 18.3, 63, 1.14, 3795, 80.8, 1.579, 3.075, 3.0572, 33.592
2023-01-23 06:38:30.07, 10.6, 18.3, 57, 0.99, 3762, 80.0, 1.575, 3.076, 3.0573, 33.592
2023-01-23 06:39:00.07, 10.7, 18.4, 60, 1.06, 3644, 77.5, 1.574, 3.079, 3.0574, 33.591
2023-01-23 06:39:30.07, 10.7, 18.4, 60, 1.06, 3583, 76.2, 1.575, 3.081, 3.0576, 33.591
2023-01-23 06:40:00.07, 10.7, 18.4, 61, 1.08, 3757, 79.9, 1.572, 3.081, 3.0576, 33.591
2023-01-23 06:40:30.07, 10.6, 18.2, 60, 1.06, 3693, 78.6, 1.574, 3.082, 3.0577, 33.591
2023-01-23 06:41:00.07, 10.5, 18.2, 62, 1.11, 3675, 78.2, 1.569, 3.083, 3.0578, 33.591
2023-01-23 06:41:30.07, 10.4, 18.0, 69, 1.28, 3687, 78.5, 1.571, 3.083, 3.0579, 33.591
2023-01-23 06:42:00.07, 10.5, 18.2, 58, 1.01, 3586, 76.3, 1.570, 3.084, 3.0580, 33.591
2023-01-23 06:42:30.07, 10.5, 18.0, 59, 1.03, 3728, 79.3, 1.572, 3.085, 3.0580, 33.591
2023-01-23 06:43:00.07, 10.4, 17.9, 61, 1.08, 3744, 79.7, 1.574, 3.084, 3.0579, 33.591
2023-01-23 06:43:30.07, 10.5, 18.2, 69, 1.28, 3651, 77.7, 1.573, 3.084, 3.0578, 33.590
2023-01-23 06:44:00.07, 10.5, 18.0, 59, 1.04, 3697, 78.7, 1.574, 3.083, 3.0576, 33.588
2023-01-23 06:44:30.07, 10.5, 18.0, 66, 1.21, 3647, 77.6, 1.574, 3.081, 3.0574, 33.588
2023-01-23 06:45:00.07, 10.6, 18.2, 61, 1.08, 3548, 75.5, 1.572, 3.079, 3.0571, 33.587
2023-01-23 06:45:30.07, 10.8, 18.6, 60, 1.06, 3569, 75.9, 1.571, 3.077, 3.0570, 33.587
2023-01-23 06:46:00.07, 10.7, 18.5, 58, 1.01, 3587, 76.3, 1.566, 3.076, 3.0569, 33.587
2023-01-23 06:46:30.07, 10.7, 18.4, 65, 1.18, 3535, 75.2, 1.555, 3.075, 3.0568, 33.586
2023-01-23 06:47:00.07, 10.7, 18.4, 56, 0.97, 3557, 75.7, 1.548, 3.073, 3.0567, 33.587
2023-01-23 06:47:30.07, 10.7, 18.4, 58, 1.01, 3622, 77.1, 1.547, 3.074, 3.0567, 33.588
2023-01-23 06:48:00.07, 10.8, 18.6, 59, 1.03, 3099, 65.9, 1.544, 3.073, 3.0567, 33.588
2023-01-23 06:48:30.07, 10.8, 18.7, 66, 1.21, 3565, 75.8, 1.541, 3.073, 3.0566, 33.587
2023-01-23 06:49:00.07, 10.8, 18.6, 56, 0.96, 3612, 76.9, 1.542, 3.071, 3.0564, 33.587
2023-01-23 06:49:30.07, 10.8, 18.6, 67, 1.23, 3599, 76.6, 1.537, 3.069, 3.0562, 33.585
2023-01-23 06:50:00.07, 10.8, 18.6, 57, 0.99, 3551, 75.6, 1.535, 3.065, 3.0555, 33.582
2023-01-23 06:50:30.07, 10.8, 18.6, 61, 1.08, 3341, 71.1, 1.534, 3.049, 3.0539, 33.579
2023-01-23 06:51:00.07, 10.8, 18.6, 57, 0.99, 3438, 73.1, 1.534, 3.026, 3.0516, 33.574
2023-01-23 06:51:30.07, 10.8, 18.7, 71, 1.33, 3432, 73.0, 1.533, 3.007, 3.0496, 33.570
2023-01-23 06:52:00.07, 10.8, 18.6, 59, 1.04, 3624, 77.1, 1.536, 3.004, 3.0490, 33.566
2023-01-23 06:52:30.07, 10.7, 18.5, 56, 0.97, 3392, 72.2, 1.541, 3.010, 3.0492, 33.562
2023-01-23 06:53:00.07, 10.8, 18.6, 63, 1.13, 3622, 77.1, 1.544, 3.018, 3.0497, 33.559
2023-01-23 06:53:30.07, 10.7, 18.5, 56, 0.97, 3535, 75.2, 1.549, 3.025, 3.0500, 33.556
2023-01-23 06:54:00.07, 10.7, 18.4, 71, 1.33, 3268, 69.5, 1.557, 3.032, 3.0505, 33.555
2023-01-23 06:54:30.07, 10.9, 18.7, 58, 1.01, 3559, 75.7, 1.556, 3.036, 3.0506, 33.552
2023-01-23 06:55:00.07, 11.0, 19.0, 58, 1.02, 3421, 72.8, 1.562, 3.039, 3.0508, 33.551
2023-01-23 06:55:30.07, 11.0, 19.0, 58, 1.01, 3385, 72.0, 1.564, 3.042, 3.0509, 33.550
2023-01-23 06:56:00.07, 11.0, 18.9, 67, 1.25, 3417, 72.7, 1.566, 3.042, 3.0510, 33.551
2023-01-23 06:56:30.07, 10.9, 18.7, 60, 1.06, 3413, 72.6, 1.570, 3.043, 3.0512, 33.552
2023-01-23 06:57:00.07, 10.9, 18.7, 63, 1.13, 3315, 70.5, 1.570, 3.044, 3.0515, 33.555
2023-01-23 06:57:30.07, 10.9, 18.8, 64, 1.16, 3318, 70.6, 1.575, 3.044, 3.0518, 33.559
2023-01-23 06:58:00.07, 11.0, 19.0, 58, 1.02, 3276, 69.7, 1.579, 3.046, 3.0523, 33.563
2023-01-23 06:58:30.07, 11.0, 19.0, 68, 1.26, 3318, 70.6, 1.579, 3.049, 3.0529, 33.567
2023-01-23 06:59:00.07, 10.9, 18.8, 59, 1.04, 3276, 69.7, 1.584, 3.052, 3.0535, 33.570
2023-01-23 06:59:30.07, 11.0, 18.9, 58, 1.01, 3327, 70.8, 1.587, 3.055, 3.0540, 33.574
2023-01-23 07:00:00.07, 11.0, 18.9, 61, 1.08, 3402, 72.4, 1.587, 3.052, 3.0540, 33.577
2023-01-23 07:00:30.07, 11.0, 18.9, 57, 0.99, 3227, 68.6, 1.587, 3.038, 3.0530, 33.580
2023-01-23 07:01:00.07, 10.9, 18.8, 58, 1.01, 3125, 66.5, 1.591, 3.019, 3.0517, 33.583
2023-01-23 07:01:30.07, 10.9, 18.8, 61, 1.08, 3081, 65.5, 1.590, 3.009, 3.0506, 33.581
2023-01-23 07:02:00.07, 10.9, 18.7, 61, 1.09, 3119, 66.3, 1.593, 3.014, 3.0515, 33.587
2023-01-23 07:02:30.07, 10.9, 18.7, 63, 1.13, 3235, 68.8, 1.593, 3.026, 3.0527, 33.588
2023-01-23 07:03:00.07, 10.8, 18.7, 63, 1.14, 3176, 67.6, 1.593, 3.037, 3.0539, 33.591
2023-01-23 07:03:30.07, 10.8, 18.6, 61, 1.08, 3232, 68.7, 1.593, 3.047, 3.0549, 33.593
2023-01-23 07:04:00.07, 10.7, 18.4, 62, 1.11, 3215, 68.4, 1.592, 3.056, 3.0558, 33.594
2023-01-23 07:04:30.07, 11.0, 19.0, 70, 1.31, 3200, 68.1, 1.588, 3.062, 3.0565, 33.597
2023-01-23 07:05:00.07, 11.1, 19.1, 63, 1.14, 3013, 64.1, 1.587, 3.067, 3.0568, 33.595
2023-01-23 07:05:30.07, 11.1, 19.2, 58, 1.01, 2970, 63.2, 1.585, 3.071, 3.0574, 33.599
2023-01-23 07:06:00.07, 11.1, 19.1, 62, 1.11, 3039, 64.6, 1.579, 3.074, 3.0578, 33.600
2023-01-23 07:06:30.07, 11.1, 19.1, 59, 1.04, 3132, 66.6, 1.578, 3.077, 3.0581, 33.601
2023-01-23 07:07:00.07, 11.1, 19.1, 62, 1.11, 3268, 69.5, 1.576, 3.081, 3.0584, 33.601
2023-01-23 07:07:30.07, 11.1, 19.1, 73, 1.38, 3264, 69.4, 1.576, 3.084, 3.0588, 33.601
2023-01-23 07:08:00.07, 11.1, 19.1, 60, 1.06, 3165, 67.3, 1.575, 3.087, 3.0590, 33.601
2023-01-23 07:08:30.07, 11.1, 19.1, 61, 1.08, 3096, 65.9, 1.577, 3.088, 3.0590, 33.600
2023-01-23 07:09:00.07, 11.1, 19.1, 65, 1.19, 2855, 60.7, 1.577, 3.090, 3.0590, 33.598
2023-01-23 07:09:30.07, 11.0, 19.0, 70, 1.31, 2831, 60.2, 1.577, 3.091, 3.0590, 33.596
2023-01-23 07:10:00.07, 11.0, 19.0, 58, 1.02, 2853, 60.7, 1.579, 3.092, 3.0588, 33.594
2023-01-23 07:10:30.07, 11.0, 19.0, 63, 1.13, 3039, 64.6, 1.580, 3.090, 3.0585, 33.591
2023-01-23 07:11:00.07, 11.0, 18.9, 58, 1.02, 2838, 60.4, 1.585, 3.089, 3.0581, 33.589
2023-01-23 07:11:30.07, 11.0, 18.9, 64, 1.16, 2937, 62.5, 1.584, 3.086, 3.0577, 33.587
2023-01-23 07:12:00.07, 11.0, 18.9, 58, 1.02, 3012, 64.1, 1.584, 3.083, 3.0575, 33.586
2023-01-23 07:12:30.07, 11.0, 18.9, 61, 1.08, 2953, 62.8, 1.581, 3.082, 3.0573, 33.586
2023-01-23 07:13:00.07, 10.9, 18.8, 59, 1.04, 2918, 62.1, 1.580, 3.081, 3.0572, 33.586
2023-01-23 07:13:30.07, 10.8, 18.6, 61, 1.08, 2937, 62.5, 1.579, 3.078, 3.0575, 33.592
2023-01-23 07:14:00.07, 10.8, 18.6, 62, 1.11, 2852, 60.7, 1.576, 3.078, 3.0576, 33.593
2023-01-23 07:14:30.07, 11.0, 18.9, 63, 1.13, 2724, 57.9, 1.576, 3.078, 3.0577, 33.595
2023-01-23 07:15:00.07, 11.1, 19.1, 62, 1.11, 2984, 63.5, 1.576, 3.078, 3.0578, 33.596
2023-01-23 07:15:30.07, 11.1, 19.1, 60, 1.06, 2824, 60.1, 1.576, 3.078, 3.0579, 33.597
2023-01-23 07:16:00.07, 11.0, 19.0, 61, 1.08, 2673, 56.8, 1.576, 3.078, 3.0580, 33.599
2023-01-23 07:16:30.07, 11.1, 19.1, 59, 1.04, 2937, 62.5, 1.578, 3.076, 3.0580, 33.600
2023-01-23 07:17:00.07, 11.1, 19.1, 61, 1.08, 2845, 60.5, 1.579, 3.077, 3.0579, 33.599
2023-01-23 07:17:30.07, 11.1, 19.1, 59, 1.03, 2723, 57.9, 1.575, 3.077, 3.0569, 33.587
2023-01-23 07:18:00.07, 11.0, 19.0, 71, 1.35, 2841, 60.4, 1.574, 3.076, 3.0577, 33.596
2023-01-23 07:18:30.07, 11.1, 19.1, 61, 1.08, 2977, 63.3, 1.570, 3.075, 3.0574, 33.595
2023-01-23 07:19:00.07, 11.0, 19.0, 60, 1.06, 2732, 58.1, 1.567, 3.073, 3.0572, 33.594
2023-01-23 07:19:30.07, 11.0, 19.0, 56, 0.97, 2987, 63.5, 1.565, 3.071, 3.0569, 33.593
2023-01-23 07:20:00.07, 11.1, 19.1, 61, 1.08, 2625, 55.8, 1.565, 3.070, 3.0568, 33.593
2023-01-23 07:20:30.07, 11.1, 19.1, 60, 1.06, 2748, 58.4, 1.564, 3.070, 3.0569, 33.593
2023-01-23 07:21:00.07, 10.6, 18.3, 62, 1.11, 2557, 54.4, 1.563, 3.070, 3.0569, 33.594
2023-01-23 07:21:30.07, 11.0, 19.0, 63, 1.13, 2676, 56.9, 1.567, 3.071, 3.0570, 33.594
2023-01-23 07:22:00.07, 10.9, 18.8, 62, 1.11, 2574, 54.7, 1.571, 3.072, 3.0570, 33.593
2023-01-23 07:22:30.07, 10.9, 18.8, 61, 1.09, 2707, 57.6, 1.572, 3.074, 3.0570, 33.591
2023-01-23 07:23:00.07, 10.9, 18.8, 61, 1.09, 2851, 60.6, 1.580, 3.074, 3.0568, 33.588
2023-01-23 07:23:30.07, 10.8, 18.6, 58, 1.01, 2739, 58.3, 1.578, 3.075, 3.0566, 33.585
2023-01-23 07:24:00.07, 10.7, 18.5, 60, 1.06, 2811, 59.8, 1.583, 3.075, 3.0565, 33.584
2023-01-23 07:24:30.07, 11.0, 19.0, 63, 1.13, 2515, 53.5, 1.583, 3.069, 3.0560, 33.583
2023-01-23 07:25:00.07, 11.1, 19.1, 62, 1.11, 2595, 55.2, 1.587, 3.050, 3.0542, 33.582
2023-01-23 07:25:30.07, 11.0, 19.0, 66, 1.21, 2922, 62.1, 1.590, 3.034, 3.0529, 33.582
2023-01-23 07:26:00.07, 11.1, 19.1, 61, 1.09, 2831, 60.2, 1.592, 3.033, 3.0529, 33.584
2023-01-23 07:26:30.07, 11.0, 19.0, 68, 1.26, 2702, 57.5, 1.595, 3.040, 3.0537, 33.585
2023-01-23 07:27:00.07, 11.0, 18.9, 62, 1.11, 2979, 63.4, 1.598, 3.049, 3.0547, 33.589
2023-01-23 07:27:30.07, 11.0, 19.0, 61, 1.09, 2451, 52.1, 1.595, 3.055, 3.0555, 33.591
2023-01-23 07:28:00.07, 11.1, 19.1, 63, 1.14, 2524, 53.7, 1.600, 3.061, 3.0562, 33.595
2023-01-23 07:28:30.07, 11.0, 19.0, 65, 1.18, 2623, 55.8, 1.598, 3.065, 3.0569, 33.598
2023-01-23 07:29:00.07, 11.0, 19.0, 58, 1.02, 2783, 59.2, 1.606, 3.070, 3.0575, 33.601
2023-01-23 07:29:30.07, 11.0, 19.0, 64, 1.16, 2887, 61.4, 1.606, 3.074, 3.0581, 33.604
2023-01-23 07:30:00.07, 11.0, 19.0, 63, 1.14, 2748, 58.4, 1.609, 3.076, 3.0585, 33.607
2023-01-23 07:30:30.07, 11.0, 19.0, 63, 1.13, 2578, 54.8, 1.613, 3.079, 3.0589, 33.608
2023-01-23 07:31:00.07, 10.9, 18.8, 64, 1.16, 2377, 50.5, 1.612, 3.080, 3.0592, 33.610
2023-01-23 07:31:30.07, 11.0, 19.0, 61, 1.09, 2312, 49.1, 1.615, 3.082, 3.0594, 33.611
2023-01-23 07:32:00.07, 10.9, 18.8, 59, 1.04, 2591, 55.1, 1.622, 3.084, 3.0596, 33.612
2023-01-23 07:32:30.07, 10.9, 18.8, 63, 1.14, 2759, 58.7, 1.611, 3.085, 3.0599, 33.614
2023-01-23 07:33:00.07, 10.9, 18.8, 61, 1.09, 2592, 55.1, 1.610, 3.088, 3.0603, 33.616
2023-01-23 07:33:30.07, 10.9, 18.7, 67, 1.25, 2686, 57.1, 1.607, 3.090, 3.0606, 33.618
2023-01-23 07:34:00.07, 10.9, 18.8, 61, 1.09, 2728, 58.0, 1.608, 3.091, 3.0610, 33.621
2023-01-23 07:34:30.07, 11.2, 19.2, 65, 1.19, 2576, 54.8, 1.606, 3.093, 3.0613, 33.622
2023-01-23 07:35:00.07, 11.2, 19.2, 61, 1.08, 2442, 51.9, 1.605, 3.097, 3.0617, 33.624
2023-01-23 07:35:30.07, 11.1, 19.2, 63, 1.13, 2398, 51.0, 1.605, 3.099, 3.0621, 33.625
2023-01-23 07:36:00.07, 11.2, 19.2, 63, 1.14, 2274, 48.3, 1.601, 3.101, 3.0623, 33.626
2023-01-23 07:36:30.07, 11.1, 19.2, 58, 1.02, 2454, 52.2, 1.598, 3.103, 3.0623, 33.625
2023-01-23 07:37:00.07, 11.1, 19.2, 59, 1.04, 2435, 51.8, 1.601, 3.104, 3.0624, 33.625
2023-01-23 07:37:30.07, 11.1, 19.1, 61, 1.09, 2415, 51.3, 1.603, 3.105, 3.0624, 33.623
2023-01-23 07:38:00.07, 11.1, 19.2, 58, 1.01, 3054, 65.0, 1.596, 3.108, 3.0625, 33.622
2023-01-23 07:38:30.07, 11.1, 19.1, 66, 1.21, 2696, 57.3, 1.596, 3.109, 3.0625, 33.621
2023-01-23 07:39:00.07, 11.0, 19.0, 58, 1.01, 2955, 62.8, 1.605, 3.110, 3.0625, 33.620
2023-01-23 07:39:30.07, 11.1, 19.1, 63, 1.14, 2699, 57.4, 1.604, 3.111, 3.0624, 33.618
2023-01-23 07:40:00.07, 11.0, 19.0, 71, 1.35, 2494, 53.0, 1.601, 3.109, 3.0622, 33.617
2023-01-23 07:40:30.07, 11.0, 19.0, 59, 1.04, 2537, 53.9, 1.603, 3.107, 3.0619, 33.615
2023-01-23 07:41:00.07, 11.0, 19.0, 68, 1.26, 2595, 55.2, 1.603, 3.105, 3.0615, 33.613
2023-01-23 07:41:30.07, 11.0, 19.0, 63, 1.13, 3013, 64.1, 1.603, 3.104, 3.0613, 33.612
2023-01-23 07:42:00.07, 11.0, 19.0, 67, 1.25, 2800, 59.5, 1.602, 3.102, 3.0611, 33.611
2023-01-23 07:42:30.07, 10.9, 18.8, 63, 1.14, 2708, 57.6, 1.600, 3.101, 3.0610, 33.611
2023-01-23 07:43:00.07, 10.9, 18.8, 58, 1.01, 2641, 56.2, 1.599, 3.099, 3.0609, 33.612
2023-01-23 07:43:30.07, 10.9, 18.8, 73, 1.40, 2526, 53.7, 1.595, 3.098, 3.0608, 33.612
2023-01-23 07:44:00.07, 10.8, 18.7, 71, 1.33, 2774, 59.0, 1.592, 3.097, 3.0609, 33.614
2023-01-23 07:44:30.07, 11.1, 19.1, 68, 1.26, 2807, 59.7, 1.588, 3.098, 3.0610, 33.615
2023-01-23 07:45:00.07, 11.2, 19.3, 61, 1.09, 2758, 58.6, 1.585, 3.098, 3.0611, 33.615
2023-01-23 07:45:30.07, 11.2, 19.4, 61, 1.09, 2410, 51.2, 1.579, 3.099, 3.0612, 33.616
2023-01-23 07:46:00.07, 11.2, 19.2, 73, 1.38, 2495, 53.1, 1.575, 3.097, 3.0611, 33.616
2023-01-23 07:46:30.07, 11.2, 19.3, 62, 1.11, 2298, 48.8, 1.572, 3.097, 3.0609, 33.615
2023-01-23 07:47:00.07, 11.2, 19.2, 65, 1.18, 2846, 60.5, 1.570, 3.096, 3.0607, 33.613
2023-01-23 07:47:30.07, 11.2, 19.2, 60, 1.06, 2352, 50.0, 1.565, 3.094, 3.0604, 33.611
2023-01-23 07:48:00.07, 11.0, 19.0, 63, 1.13, 2449, 52.1, 1.564, 3.092, 3.0600, 33.608
2023-01-23 07:48:30.07, 11.1, 19.2, 58, 1.01, 2623, 55.8, 1.562, 3.090, 3.0596, 33.606
2023-01-23 07:49:00.07, 11.1, 19.1, 59, 1.04, 2484, 52.8, 1.562, 3.087, 3.0591, 33.603
2023-01-23 07:49:30.07, 11.1, 19.1, 62, 1.11, 2468, 52.5, 1.556, 3.084, 3.0586, 33.600
2023-01-23 07:50:00.07, 11.0, 19.0, 64, 1.16, 2294, 48.8, 1.556, 3.082, 3.0581, 33.596
2023-01-23 07:50:30.07, 11.0, 19.0, 58, 1.01, 2395, 50.9, 1.554, 3.079, 3.0576, 33.593
2023-01-23 07:51:00.07, 11.1, 19.1, 62, 1.11, 2393, 50.9, 1.557, 3.077, 3.0572, 33.590
2023-01-23 07:51:30.07, 10.9, 18.8, 60, 1.06, 2541, 54.0, 1.552, 3.076, 3.0568, 33.587
2023-01-23 07:52:00.07, 11.0, 19.0, 58, 1.01, 2269, 48.2, 1.554, 3.074, 3.0565, 33.584
2023-01-23 07:52:30.07, 11.0, 18.9, 62, 1.11, 2568, 54.6, 1.554, 3.074, 3.0562, 33.581
2023-01-23 07:53:00.07, 10.9, 18.8, 60, 1.06, 2676, 56.9, 1.557, 3.072, 3.0559, 33.579
2023-01-23 07:53:30.07, 10.9, 18.7, 62, 1.11, 2379, 50.6, 1.557, 3.071, 3.0556, 33.577
2023-01-23 07:54:00.07, 11.1, 19.2, 67, 1.23, 2294, 48.8, 1.559, 3.071, 3.0554, 33.574
2023-01-23 07:54:30.07, 11.2, 19.3, 60, 1.06, 2376, 50.5, 1.561, 3.069, 3.0551, 33.573
2023-01-23 07:55:00.07, 11.1, 19.1, 56, 0.97, 2715, 57.7, 1.562, 3.066, 3.0548, 33.573
2023-01-23 07:55:30.07, 11.2, 19.2, 59, 1.04, 2513, 53.4, 1.564, 3.064, 3.0546, 33.571
2023-01-23 07:56:00.07, 11.1, 19.1, 60, 1.06, 2804, 59.6, 1.567, 3.063, 3.0544, 33.571
2023-01-23 07:56:30.07, 11.2, 19.3, 61, 1.09, 2848, 60.6, 1.571, 3.063, 3.0544, 33.571
2023-01-23 07:57:00.07, 11.2, 19.3, 59, 1.03, 2110, 44.8, 1.570, 3.061, 3.0543, 33.572
2023-01-23 07:57:30.07, 11.1, 19.2, 71, 1.35, 2147, 45.6, 1.574, 3.061, 3.0541, 33.569
2023-01-23 07:58:00.07, 11.2, 19.2, 63, 1.14, 2570, 54.6, 1.574, 3.059, 3.0544, 33.574
2023-01-23 07:58:30.07, 11.1, 19.2, 71, 1.35, 2832, 60.2, 1.575, 3.060, 3.0547, 33.576
2023-01-23 07:59:00.07, 11.1, 19.1, 59, 1.04, 2607, 55.4, 1.577, 3.061, 3.0548, 33.578
2023-01-23 07:59:30.07, 11.1, 19.1, 69, 1.30, 2779, 59.1, 1.581, 3.062, 3.0550, 33.579
2023-01-23 08:00:00.07, 11.1, 19.1, 58, 1.01, 2529, 53.8, 1.579, 3.062, 3.0552, 33.581
2023-01-23 08:00:30.07, 11.1, 19.1, 61, 1.08, 2977, 63.3, 1.582, 3.062, 3.0553, 33.583
2023-01-23 08:01:00.07, 11.0, 19.0, 58, 1.02, 2334, 49.6, 1.580, 3.063, 3.0555, 33.584
2023-01-23 08:01:30.07, 11.0, 19.0, 58, 1.01, 2953, 62.8, 1.582, 3.063, 3.0557, 33.586
2023-01-23 08:02:00.07, 11.0, 19.0, 71, 1.33, 2321, 49.3, 1.580, 3.064, 3.0559, 33.587
2023-01-23 08:02:30.07, 11.0, 18.9, 61, 1.08, 3034, 64.5, 1.579, 3.066, 3.0561, 33.588
2023-01-23 08:03:00.07, 11.0, 18.9, 61, 1.08, 2808, 59.7, 1.580, 3.066, 3.0563, 33.590
2023-01-23 08:03:30.07, 11.0, 18.9, 58, 1.01, 2946, 62.7, 1.582, 3.068, 3.0565, 33.591
2023-01-23 08:04:00.07, 11.2, 19.3, 58, 1.01, 2886, 61.4, 1.580, 3.069, 3.0567, 33.592
2023-01-23 08:04:30.07, 11.2, 19.3, 63, 1.13, 2840, 60.4, 1.580, 3.070, 3.0569, 33.593
2023-01-23 08:05:00.07, 11.2, 19.3, 64, 1.16, 3133, 66.6, 1.581, 3.072, 3.0571, 33.594
2023-01-23 08:05:30.07, 11.2, 19.2, 57, 0.99, 3059, 65.1, 1.580, 3.073, 3.0572, 33.594
2023-01-23 08:06:00.07, 11.2, 19.4, 67, 1.23, 2979, 63.4, 1.579, 3.075, 3.0573, 33.594
2023-01-23 08:06:30.07, 11.2, 19.3, 62, 1.11, 2480, 52.7, 1.580, 3.076, 3.0575, 33.594
2023-01-23 08:07:00.07, 11.2, 19.3, 61, 1.08, 2710, 57.6, 1.580, 3.078, 3.0576, 33.594
2023-01-23 08:07:30.07, 11.2, 19.2, 63, 1.13, 2613, 55.6, 1.579, 3.079, 3.0577, 33.594
2023-01-23 08:08:00.07, 11.2, 19.2, 59, 1.04, 2726, 58.0, 1.582, 3.081, 3.0579, 33.594
2023-01-23 08:08:30.07, 11.1, 19.2, 65, 1.19, 2924, 62.2, 1.582, 3.084, 3.0581, 33.594
2023-01-23 08:09:00.07, 11.1, 19.1, 59, 1.04, 2756, 58.6, 1.584, 3.086, 3.0583, 33.594
2023-01-23 08:09:30.07, 11.1, 19.1, 61, 1.09, 2564, 54.5, 1.580, 3.086, 3.0583, 33.593
2023-01-23 08:10:00.07, 11.1, 19.1, 59, 1.04, 2868, 61.0, 1.585, 3.086, 3.0583, 33.594
2023-01-23 08:10:30.07, 11.1, 19.1, 58, 1.01, 2478, 52.7, 1.583, 3.085, 3.0582, 33.593
2023-01-23 08:11:00.07, 11.1, 19.1, 60, 1.06, 2535, 53.9, 1.584, 3.084, 3.0581, 33.593
2023-01-23 08:11:30.07, 11.0, 19.0, 63, 1.14, 2720, 57.8, 1.582, 3.083, 3.0580, 33.593
2023-01-23 08:12:00.07, 10.9, 18.8, 68, 1.26, 2429, 51.6, 1.587, 3.082, 3.0579, 33.593
2023-01-23 08:12:30.07, 11.0, 18.9, 59, 1.04, 2421, 51.5, 1.585, 3.081, 3.0578, 33.593
2023-01-23 08:13:00.07, 11.1, 19.1, 69, 1.28, 2457, 52.2, 1.586, 3.080, 3.0577, 33.593
2023-01-23 08:13:30.07, 11.1, 19.2, 71, 1.35, 2455, 52.2, 1.584, 3.079, 3.0577, 33.594
2023-01-23 08:14:00.07, 11.2, 19.2, 59, 1.04, 2564, 54.5, 1.587, 3.078, 3.0577, 33.594
2023-01-23 08:14:30.07, 11.4, 19.7, 63, 1.14, 2449, 52.1, 1.578, 3.078, 3.0577, 33.594
2023-01-23 08:15:00.07, 12.3, 21.2, 60, 1.06, 2479, 52.7, 1.576, 3.078, 3.0577, 33.595
2023-01-23 08:15:30.07, 12.4, 21.3, 65, 1.18, 2425, 51.5, 1.578, 3.077, 3.0576, 33.595
2023-01-23 08:16:00.07, 12.6, 21.7, 62, 1.11, 2516, 53.5, 1.577, 3.070, 3.0570, 33.595
2023-01-23 08:16:30.07, 12.5, 21.6, 63, 1.14, 2661, 56.6, 1.594, 3.061, 3.0562, 33.595
2023-01-23 08:17:00.07, 12.5, 21.5, 68, 1.26, 2406, 51.2, 1.579, 3.053, 3.0556, 33.595
2023-01-23 08:17:30.07, 12.6, 21.7, 59, 1.03, 2483, 52.8, 1.585, 3.046, 3.0549, 33.595
2023-01-23 08:18:00.07, 12.5, 21.6, 75, 1.45, 2562, 54.5, 1.587, 3.036, 3.0541, 33.594
2023-01-23 08:18:30.07, 12.4, 21.4, 62, 1.11, 2383, 50.7, 1.601, 3.018, 3.0525, 33.593
2023-01-23 08:19:00.07, 12.5, 21.6, 63, 1.13, 2459, 52.3, 1.609, 2.993, 3.0503, 33.594
2023-01-23 08:19:30.07, 12.5, 21.5, 59, 1.04, 2374, 50.5, 1.572, 2.976, 3.0489, 33.593
2023-01-23 08:20:00.07, 12.6, 21.8, 59, 1.04, 2271, 48.3, 1.581, 2.977, 3.0489, 33.593
2023-01-23 08:20:30.07, 12.6, 21.8, 68, 1.26, 2389, 50.8, 1.585, 2.986, 3.0496, 33.592
2023-01-23 08:21:00.07, 12.7, 21.8, 73, 1.38, 2372, 50.4, 1.580, 2.998, 3.0505, 33.591
