TimeStamp,Flow_Count,Flow_Rate,Fluor_V,CHL,xMiss_V,Trans,RTP_Temp,TSG_Temp,TSG_Cond,Salinity
,Hz,mL/sec,mV,ug/L,mV,%,C,C,S/m,psu
2023-01-23 01:50:00.07, 14.9, 25.7, 55, 0.94, 3723, 79.2, 1.519, 2.886, 3.0370, 33.544
2023-01-23 01:50:30.07, 14.9, 25.7, 60, 1.06, 3731, 79.4, 1.518, 2.888, 3.0372, 33.543
2023-01-23 01:51:00.07, 14.9, 25.7, 56, 0.97, 3758, 80.0, 1.523, 2.903, 3.0385, 33.544
2023-01-23 01:51:30.07, 14.9, 25.6, 65, 1.18, 3749, 79.8, 1.531, 2.917, 3.0397, 33.543
2023-01-23 01:52:00.07, 14.9, 25.7, 55, 0.94, 3762, 80.0, 1.539, 2.928, 3.0406, 33.543
2023-01-23 01:52:30.07, 14.9, 25.7, 56, 0.96, 3747, 79.7, 1.550, 2.937, 3.0413, 33.542
2023-01-23 01:53:00.07, 14.8, 25.5, 56, 0.96, 3763, 80.1, 1.559, 2.945, 3.0419, 33.541
2023-01-23 01:53:30.07, 14.8, 25.6, 56, 0.97, 3771, 80.2, 1.566, 2.949, 3.0423, 33.542
2023-01-23 01:54:00.07, 14.8, 25.6, 66, 1.21, 3763, 80.1, 1.570, 2.952, 3.0426, 33.543
2023-01-23 01:54:30.07, 14.8, 25.6, 56, 0.97, 3772, 80.2, 1.572, 2.955, 3.0430, 33.545
2023-01-23 01:55:00.07, 15.0, 25.8, 56, 0.96, 3772, 80.3, 1.564, 2.958, 3.0436, 33.548
2023-01-23 01:55:30.07, 15.0, 25.9, 58, 1.01, 3783, 80.5, 1.562, 2.964, 3.0446, 33.555
2023-01-23 01:56:00.07, 15.0, 25.8, 60, 1.06, 3780, 80.4, 1.554, 2.971, 3.0460, 33.564
2023-01-23 01:56:30.07, 15.0, 25.8, 59, 1.03, 3789, 80.6, 1.554, 2.981, 3.0477, 33.575
2023-01-23 01:57:00.07, 14.9, 25.7, 67, 1.23, 3788, 80.6, 1.553, 2.990, 3.0494, 33.586
2023-01-23 01:57:30.07, 14.9, 25.7, 54, 0.91, 3789, 80.6, 1.547, 2.999, 3.0507, 33.593
2023-01-23 01:58:00.07, 15.0, 25.8, 55, 0.94, 3795, 80.8, 1.545, 3.006, 3.0517, 33.597
2023-01-23 01:58:30.07, 14.9, 25.7, 56, 0.96, 3788, 80.6, 1.542, 3.011, 3.0522, 33.598
2023-01-23 01:59:00.07, 15.0, 25.8, 56, 0.97, 3782, 80.5, 1.536, 3.013, 3.0522, 33.596
2023-01-23 01:59:30.07, 15.0, 25.8, 53, 0.89, 3777, 80.4, 1.534, 3.013, 3.0518, 33.591
2023-01-23 02:00:00.07, 15.0, 25.9, 54, 0.91, 3770, 80.2, 1.530, 3.011, 3.0513, 33.586
2023-01-23 02:00:30.07, 15.0, 25.9, 52, 0.87, 3778, 80.4, 1.528, 3.012, 3.0510, 33.582
2023-01-23 02:01:00.07, 15.0, 25.9, 54, 0.92, 3776, 80.3, 1.524, 3.010, 3.0506, 33.579
2023-01-23 02:01:30.07, 15.0, 25.8, 65, 1.18, 3772, 80.2, 1.522, 3.006, 3.0499, 33.575
2023-01-23 02:02:00.07, 15.0, 25.8, 58, 1.01, 3770, 80.2, 1.518, 3.001, 3.0492, 33.571
2023-01-23 02:02:30.07, 15.0, 25.8, 54, 0.92, 3765, 80.1, 1.518, 2.998, 3.0485, 33.567
2023-01-23 02:03:00.07, 14.2, 24.5, 59, 1.04, 3765, 80.1, 1.509, 2.994, 3.0479, 33.562
2023-01-23 02:03:30.07, 15.0, 25.8, 56, 0.96, 3772, 80.3, 1.517, 2.990, 3.0472, 33.558
2023-01-23 02:04:00.07, 15.0, 25.8, 61, 1.09, 3769, 80.2, 1.515, 2.987, 3.0466, 33.554
2023-01-23 02:04:30.07, 15.0, 25.9, 56, 0.97, 3759, 80.0, 1.512, 2.985, 3.0461, 33.550
2023-01-23 02:05:00.07, 15.0, 25.9, 56, 0.97, 3765, 80.1, 1.510, 2.980, 3.0454, 33.548
2023-01-23 02:05:30.07, 14.6, 25.2, 63, 1.14, 3755, 79.9, 1.496, 2.977, 3.0450, 33.545
2023-01-23 02:06:00.07, 14.9, 25.7, 55, 0.94, 3715, 79.0, 1.515, 2.972, 3.0437, 33.534
2023-01-23 02:06:30.07, 15.0, 25.9, 56, 0.96, 3693, 78.6, 1.517, 2.942, 3.0413, 33.537
2023-01-23 02:07:00.07, 15.1, 26.0, 57, 0.99, 3708, 78.9, 1.519, 2.896, 3.0373, 33.536
2023-01-23 02:07:30.07, 15.0, 25.9, 58, 1.01, 3714, 79.0, 1.514, 2.888, 3.0367, 33.537
2023-01-23 02:08:00.07, 14.9, 25.6, 56, 0.96, 3710, 78.9, 1.513, 2.903, 3.0380, 33.537
2023-01-23 02:08:30.07, 14.8, 25.5, 62, 1.11, 3685, 78.4, 1.514, 2.918, 3.0392, 33.536
2023-01-23 02:09:00.07, 14.9, 25.6, 63, 1.14, 3656, 77.8, 1.515, 2.916, 3.0389, 33.535
2023-01-23 02:09:30.07, 14.7, 25.3, 58, 1.01, 3649, 77.6, 1.516, 2.889, 3.0366, 33.536
2023-01-23 02:10:00.07, 15.0, 25.9, 56, 0.97, 3674, 78.2, 1.516, 2.878, 3.0358, 33.537
2023-01-23 02:10:30.07, 15.0, 25.9, 54, 0.92, 3681, 78.3, 1.513, 2.894, 3.0373, 33.539
2023-01-23 02:11:00.07, 15.0, 25.8, 55, 0.94, 3704, 78.8, 1.511, 2.915, 3.0391, 33.539
2023-01-23 02:11:30.07, 15.0, 25.9, 58, 1.01, 3699, 78.7, 1.512, 2.927, 3.0402, 33.540
2023-01-23 02:12:00.07, 15.1, 26.0, 56, 0.97, 3681, 78.3, 1.511, 2.918, 3.0395, 33.539
2023-01-23 02:12:30.07, 15.0, 25.8, 58, 1.01, 3683, 78.4, 1.512, 2.898, 3.0377, 33.539
2023-01-23 02:13:00.07, 15.0, 25.9, 55, 0.94, 3695, 78.6, 1.513, 2.872, 3.0354, 33.538
2023-01-23 02:13:30.07, 15.0, 25.9, 54, 0.91, 3730, 79.4, 1.516, 2.868, 3.0350, 33.537
2023-01-23 02:14:00.07, 15.0, 25.9, 63, 1.14, 3721, 79.2, 1.519, 2.887, 3.0365, 33.537
2023-01-23 02:14:30.07, 15.1, 26.0, 57, 0.99, 3720, 79.2, 1.528, 2.909, 3.0384, 33.536
2023-01-23 02:15:00.07, 15.1, 26.0, 57, 0.99, 3687, 78.4, 1.539, 2.926, 3.0398, 33.535
2023-01-23 02:15:30.07, 15.0, 25.9, 54, 0.92, 3719, 79.1, 1.549, 2.937, 3.0407, 33.535
2023-01-23 02:16:00.07, 15.0, 25.8, 53, 0.89, 3716, 79.1, 1.567, 2.945, 3.0414, 33.535
2023-01-23 02:16:30.07, 14.6, 25.2, 59, 1.03, 3733, 79.4, 1.571, 2.949, 3.0418, 33.535
2023-01-23 02:17:00.07, 15.0, 25.9, 56, 0.96, 3735, 79.5, 1.581, 2.951, 3.0419, 33.535
2023-01-23 02:17:30.07, 15.0, 25.9, 55, 0.94, 3679, 78.3, 1.587, 2.953, 3.0422, 33.537
2023-01-23 02:18:00.07, 15.0, 25.9, 52, 0.87, 3748, 79.7, 1.586, 2.958, 3.0429, 33.540
2023-01-23 02:18:30.07, 15.0, 25.8, 62, 1.11, 3758, 80.0, 1.590, 2.962, 3.0440, 33.549
2023-01-23 02:19:00.07, 15.0, 25.8, 55, 0.94, 3744, 79.7, 1.591, 2.969, 3.0453, 33.558
2023-01-23 02:19:30.07, 15.0, 25.9, 54, 0.91, 3749, 79.8, 1.593, 2.970, 3.0463, 33.569
2023-01-23 02:20:00.07, 14.7, 25.3, 55, 0.94, 3750, 79.8, 1.592, 2.953, 3.0455, 33.576
2023-01-23 02:20:30.07, 15.0, 25.9, 54, 0.91, 3771, 80.2, 1.598, 2.944, 3.0459, 33.591
2023-01-23 02:21:00.07, 15.0, 25.9, 56, 0.96, 3762, 80.0, 1.600, 2.954, 3.0475, 33.601
2023-01-23 02:21:30.07, 15.0, 25.8, 54, 0.91, 3787, 80.6, 1.600, 2.973, 3.0498, 33.608
2023-01-23 02:22:00.07, 15.0, 25.8, 64, 1.16, 3780, 80.4, 1.595, 2.989, 3.0516, 33.614
2023-01-23 02:22:30.07, 14.9, 25.7, 54, 0.91, 3778, 80.4, 1.595, 3.002, 3.0528, 33.614
2023-01-23 02:23:00.07, 14.9, 25.7, 56, 0.97, 3779, 80.4, 1.592, 3.011, 3.0537, 33.616
2023-01-23 02:23:30.07, 14.9, 25.7, 57, 0.99, 3784, 80.5, 1.589, 3.008, 3.0535, 33.616
2023-01-23 02:24:00.07, 15.0, 25.8, 65, 1.18, 3778, 80.4, 1.591, 2.992, 3.0522, 33.618
2023-01-23 02:24:30.07, 14.9, 25.6, 54, 0.92, 3795, 80.7, 1.590, 2.988, 3.0521, 33.620
2023-01-23 02:25:00.07, 14.8, 25.6, 54, 0.91, 3794, 80.7, 1.589, 2.999, 3.0531, 33.621
2023-01-23 02:25:30.07, 14.8, 25.6, 54, 0.91, 3793, 80.7, 1.593, 3.011, 3.0541, 33.621
2023-01-23 02:26:00.07, 15.0, 25.8, 67, 1.23, 3781, 80.4, 1.593, 3.021, 3.0549, 33.620
2023-01-23 02:26:30.07, 14.3, 24.6, 63, 1.14, 3767, 80.2, 1.594, 3.030, 3.0556, 33.619
2023-01-23 02:27:00.07, 15.0, 25.8, 55, 0.94, 3778, 80.4, 1.599, 3.036, 3.0560, 33.617
2023-01-23 02:27:30.07, 15.0, 25.9, 59, 1.03, 3786, 80.6, 1.594, 3.040, 3.0563, 33.617
2023-01-23 02:28:00.07, 15.0, 25.9, 60, 1.06, 3800, 80.9, 1.592, 3.040, 3.0561, 33.615
2023-01-23 02:28:30.07, 14.9, 25.7, 53, 0.89, 3801, 80.9, 1.585, 3.023, 3.0547, 33.615
2023-01-23 02:29:00.07, 14.9, 25.7, 56, 0.97, 3787, 80.6, 1.587, 3.000, 3.0527, 33.616
2023-01-23 02:29:30.07, 15.0, 25.9, 52, 0.87, 3740, 79.6, 1.589, 2.980, 3.0511, 33.617
2023-01-23 02:30:00.07, 15.0, 25.9, 56, 0.96, 3742, 79.6, 1.590, 2.951, 3.0485, 33.616
2023-01-23 02:30:30.07, 15.0, 25.9, 62, 1.11, 3743, 79.6, 1.589, 2.935, 3.0475, 33.621
2023-01-23 02:31:00.07, 15.1, 26.0, 56, 0.96, 3748, 79.7, 1.588, 2.949, 3.0487, 33.620
2023-01-23 02:31:30.07, 15.0, 25.9, 52, 0.87, 3744, 79.7, 1.586, 2.974, 3.0508, 33.619
2023-01-23 02:32:00.07, 15.0, 25.9, 56, 0.97, 3734, 79.5, 1.580, 2.994, 3.0524, 33.617
2023-01-23 02:32:30.07, 15.0, 25.9, 55, 0.94, 3737, 79.5, 1.573, 3.008, 3.0533, 33.614
2023-01-23 02:33:00.07, 15.0, 25.8, 57, 0.99, 3738, 79.5, 1.570, 3.017, 3.0538, 33.611
2023-01-23 02:33:30.07, 15.0, 25.9, 60, 1.06, 3757, 79.9, 1.567, 3.024, 3.0546, 33.613
2023-01-23 02:34:00.07, 15.0, 25.9, 54, 0.92, 3789, 80.6, 1.569, 3.028, 3.0550, 33.614
2023-01-23 02:34:30.07, 15.0, 25.8, 65, 1.19, 3782, 80.5, 1.570, 3.030, 3.0552, 33.614
2023-01-23 02:35:00.07, 15.1, 26.0, 52, 0.87, 3795, 80.7, 1.572, 3.031, 3.0551, 33.612
2023-01-23 02:35:30.07, 15.1, 26.0, 54, 0.92, 3799, 80.8, 1.573, 3.031, 3.0548, 33.609
2023-01-23 02:36:00.07, 15.0, 25.9, 55, 0.94, 3783, 80.5, 1.577, 3.030, 3.0543, 33.604
2023-01-23 02:36:30.07, 15.1, 26.0, 63, 1.13, 3790, 80.6, 1.579, 3.027, 3.0536, 33.599
2023-01-23 02:37:00.07, 15.0, 25.9, 59, 1.04, 3784, 80.5, 1.583, 3.024, 3.0530, 33.594
2023-01-23 02:37:30.07, 15.0, 25.8, 53, 0.89, 3776, 80.3, 1.585, 3.023, 3.0527, 33.591
2023-01-23 02:38:00.07, 14.9, 25.7, 54, 0.91, 3796, 80.8, 1.590, 3.021, 3.0524, 33.590
2023-01-23 02:38:30.07, 15.0, 25.9, 66, 1.21, 3780, 80.4, 1.595, 3.021, 3.0524, 33.590
2023-01-23 02:39:00.07, 15.0, 25.8, 63, 1.13, 3791, 80.7, 1.596, 3.022, 3.0526, 33.592
2023-01-23 02:39:30.07, 15.0, 25.9, 55, 0.94, 3782, 80.5, 1.600, 3.024, 3.0530, 33.595
2023-01-23 02:40:00.07, 15.0, 25.9, 58, 1.01, 3794, 80.7, 1.603, 3.025, 3.0534, 33.598
2023-01-23 02:40:30.07, 15.1, 26.0, 55, 0.94, 3786, 80.5, 1.602, 3.026, 3.0537, 33.600
2023-01-23 02:41:00.07, 15.1, 26.0, 65, 1.19, 3801, 80.9, 1.603, 3.030, 3.0542, 33.603
2023-01-23 02:41:30.07, 15.1, 26.0, 56, 0.96, 3799, 80.8, 1.601, 3.033, 3.0549, 33.608
2023-01-23 02:42:00.07, 15.1, 26.0, 55, 0.94, 3804, 80.9, 1.599, 3.039, 3.0558, 33.612
2023-01-23 02:42:30.07, 15.1, 26.0, 59, 1.04, 3818, 81.2, 1.598, 3.046, 3.0566, 33.616
2023-01-23 02:43:00.07, 15.1, 26.0, 56, 0.97, 3808, 81.0, 1.592, 3.050, 3.0574, 33.620
2023-01-23 02:43:30.07, 15.1, 26.0, 57, 0.99, 3808, 81.0, 1.586, 3.053, 3.0578, 33.622
2023-01-23 02:44:00.07, 15.0, 25.9, 53, 0.89, 3814, 81.2, 1.585, 3.057, 3.0583, 33.624
2023-01-23 02:44:30.07, 15.1, 26.0, 60, 1.06, 3827, 81.4, 1.582, 3.059, 3.0586, 33.625
2023-01-23 02:45:00.07, 15.1, 26.0, 62, 1.11, 3723, 79.2, 1.579, 3.060, 3.0587, 33.626
2023-01-23 02:45:30.07, 14.9, 25.7, 56, 0.97, 3796, 80.8, 1.578, 3.060, 3.0586, 33.625
2023-01-23 02:46:00.07, 15.1, 26.0, 53, 0.89, 3808, 81.0, 1.577, 3.059, 3.0584, 33.624
2023-01-23 02:46:30.07, 15.1, 26.1, 67, 1.23, 3706, 78.9, 1.575, 3.058, 3.0582, 33.622
2023-01-23 02:47:00.07, 15.1, 26.0, 58, 1.01, 3795, 80.8, 1.571, 3.056, 3.0577, 33.619
2023-01-23 02:47:30.07, 15.1, 26.0, 54, 0.92, 3802, 80.9, 1.566, 3.052, 3.0570, 33.614
2023-01-23 02:48:00.07, 15.1, 26.1, 61, 1.08, 3801, 80.9, 1.566, 3.047, 3.0563, 33.610
2023-01-23 02:48:30.07, 15.1, 26.0, 56, 0.96, 3776, 80.3, 1.566, 3.044, 3.0557, 33.606
2023-01-23 02:49:00.07, 15.1, 26.0, 55, 0.94, 3778, 80.4, 1.565, 3.031, 3.0542, 33.602
2023-01-23 02:49:30.07, 15.1, 26.0, 55, 0.94, 3768, 80.2, 1.567, 3.020, 3.0530, 33.599
2023-01-23 02:50:00.07, 15.1, 26.1, 54, 0.92, 3773, 80.3, 1.564, 3.023, 3.0531, 33.596
2023-01-23 02:50:30.07, 15.1, 26.0, 56, 0.96, 3776, 80.3, 1.567, 3.025, 3.0531, 33.594
2023-01-23 02:51:00.07, 15.0, 25.9, 65, 1.18, 3774, 80.3, 1.572, 3.026, 3.0530, 33.592
2023-01-23 02:51:30.07, 15.1, 26.0, 62, 1.11, 3778, 80.4, 1.576, 3.024, 3.0527, 33.590
2023-01-23 02:52:00.07, 15.1, 26.0, 58, 1.01, 3776, 80.3, 1.579, 3.024, 3.0525, 33.588
2023-01-23 02:52:30.07, 15.1, 26.0, 56, 0.97, 3782, 80.5, 1.586, 3.021, 3.0522, 33.587
2023-01-23 02:53:00.07, 15.1, 26.0, 59, 1.03, 3792, 80.7, 1.596, 3.021, 3.0522, 33.587
2023-01-23 02:53:30.07, 15.1, 26.0, 59, 1.03, 3797, 80.8, 1.600, 3.020, 3.0521, 33.587
2023-01-23 02:54:00.07, 15.1, 26.0, 61, 1.09, 3791, 80.7, 1.605, 3.021, 3.0522, 33.587
2023-01-23 02:54:30.07, 15.1, 26.0, 59, 1.04, 3799, 80.8, 1.608, 3.023, 3.0524, 33.588
2023-01-23 02:55:00.07, 15.1, 26.1, 68, 1.26, 3800, 80.9, 1.609, 3.026, 3.0528, 33.590
2023-01-23 02:55:30.07, 15.1, 26.1, 58, 1.01, 3797, 80.8, 1.612, 3.029, 3.0533, 33.593
2023-01-23 02:56:00.07, 15.1, 26.1, 58, 1.01, 3799, 80.8, 1.617, 3.031, 3.0541, 33.600
2023-01-23 02:56:30.07, 15.2, 26.2, 56, 0.97, 3800, 80.9, 1.612, 3.037, 3.0552, 33.607
2023-01-23 02:57:00.07, 15.1, 26.1, 63, 1.13, 3814, 81.1, 1.613, 3.043, 3.0558, 33.609
2023-01-23 02:57:30.07, 15.1, 26.1, 59, 1.04, 3819, 81.3, 1.611, 3.049, 3.0574, 33.622
2023-01-23 02:58:00.07, 15.1, 26.0, 56, 0.96, 3821, 81.3, 1.618, 3.053, 3.0582, 33.627
2023-01-23 02:58:30.07, 15.1, 26.0, 55, 0.94, 3807, 81.0, 1.615, 3.056, 3.0588, 33.631
2023-01-23 02:59:00.07, 15.1, 26.1, 56, 0.96, 3808, 81.0, 1.613, 3.059, 3.0592, 33.633
2023-01-23 02:59:30.07, 15.1, 26.1, 60, 1.06, 3814, 81.1, 1.614, 3.061, 3.0596, 33.635
2023-01-23 03:00:00.07, 15.2, 26.1, 56, 0.97, 3811, 81.1, 1.612, 3.061, 3.0597, 33.636
2023-01-23 03:00:30.07, 15.2, 26.2, 65, 1.19, 3814, 81.2, 1.610, 3.060, 3.0596, 33.637
2023-01-23 03:01:00.07, 15.2, 26.1, 58, 1.01, 3817, 81.2, 1.606, 3.062, 3.0598, 33.637
2023-01-23 03:01:30.07, 15.1, 26.1, 56, 0.96, 3814, 81.1, 1.601, 3.063, 3.0599, 33.637
2023-01-23 03:02:00.07, 15.2, 26.1, 56, 0.97, 3822, 81.3, 1.599, 3.062, 3.0599, 33.638
2023-01-23 03:02:30.07, 15.1, 26.0, 54, 0.92, 3816, 81.2, 1.598, 3.060, 3.0598, 33.639
2023-01-23 03:03:00.07, 15.0, 25.9, 57, 0.99, 3798, 80.8, 1.597, 3.060, 3.0599, 33.640
2023-01-23 03:03:30.07, 15.1, 26.0, 57, 0.99, 3793, 80.7, 1.597, 3.060, 3.0596, 33.637
2023-01-23 03:04:00.07, 15.1, 26.0, 65, 1.19, 3791, 80.7, 1.595, 3.058, 3.0596, 33.640
2023-01-23 03:04:30.07, 15.1, 26.0, 56, 0.97, 3791, 80.7, 1.597, 3.056, 3.0594, 33.638
2023-01-23 03:05:00.07, 15.1, 26.0, 56, 0.97, 3784, 80.5, 1.599, 3.056, 3.0590, 33.633
2023-01-23 03:05:30.07, 15.1, 26.1, 54, 0.91, 3788, 80.6, 1.601, 3.054, 3.0585, 33.629
2023-01-23 03:06:00.07, 15.1, 26.1, 65, 1.19, 3795, 80.7, 1.602, 3.051, 3.0580, 33.626
2023-01-23 03:06:30.07, 15.1, 26.0, 56, 0.96, 3786, 80.6, 1.605, 3.050, 3.0577, 33.625
2023-01-23 03:07:00.07, 15.1, 26.0, 53, 0.89, 3798, 80.8, 1.608, 3.049, 3.0576, 33.624
2023-01-23 03:07:30.07, 15.1, 26.0, 64, 1.16, 3794, 80.7, 1.610, 3.049, 3.0575, 33.623
2023-01-23 03:08:00.07, 15.1, 26.0, 57, 0.99, 3770, 80.2, 1.613, 3.048, 3.0575, 33.623
2023-01-23 03:08:30.07, 15.1, 26.0, 57, 0.99, 3797, 80.8, 1.614, 3.050, 3.0577, 33.624
2023-01-23 03:09:00.07, 15.1, 26.0, 58, 1.01, 3814, 81.1, 1.615, 3.054, 3.0581, 33.625
2023-01-23 03:09:30.07, 15.1, 26.0, 56, 0.97, 3799, 80.8, 1.621, 3.055, 3.0584, 33.627
2023-01-23 03:10:00.07, 14.5, 24.9, 56, 0.96, 3803, 80.9, 1.617, 3.055, 3.0586, 33.630
2023-01-23 03:10:30.07, 15.1, 26.1, 59, 1.04, 3812, 81.1, 1.621, 3.057, 3.0590, 33.632
2023-01-23 03:11:00.07, 15.1, 26.0, 67, 1.25, 3810, 81.1, 1.616, 3.059, 3.0593, 33.634
2023-01-23 03:11:30.07, 15.1, 26.0, 55, 0.94, 3797, 80.8, 1.621, 3.060, 3.0596, 33.636
2023-01-23 03:12:00.07, 15.1, 26.1, 54, 0.92, 3811, 81.1, 1.612, 3.060, 3.0597, 33.638
2023-01-23 03:12:30.07, 15.1, 26.0, 60, 1.06, 3782, 80.5, 1.607, 3.059, 3.0598, 33.640
2023-01-23 03:13:00.07, 15.1, 26.0, 65, 1.18, 3730, 79.4, 1.602, 3.054, 3.0594, 33.641
2023-01-23 03:13:30.07, 15.1, 26.0, 58, 1.01, 3735, 79.5, 1.595, 3.020, 3.0566, 33.641
2023-01-23 03:14:00.07, 15.1, 26.1, 56, 0.96, 3755, 79.9, 1.591, 2.994, 3.0543, 33.642
2023-01-23 03:14:30.07, 15.1, 26.1, 58, 1.01, 3754, 79.9, 1.590, 2.997, 3.0547, 33.643
2023-01-23 03:15:00.07, 15.1, 26.0, 59, 1.03, 3753, 79.9, 1.586, 3.010, 3.0558, 33.643
2023-01-23 03:15:30.07, 15.1, 26.0, 67, 1.25, 3762, 80.0, 1.585, 3.024, 3.0569, 33.642
2023-01-23 03:16:00.07, 15.1, 26.1, 56, 0.96, 3735, 79.5, 1.581, 3.033, 3.0575, 33.640
2023-01-23 03:16:30.07, 15.1, 26.1, 56, 0.97, 3742, 79.6, 1.580, 3.039, 3.0577, 33.636
2023-01-23 03:17:00.07, 15.1, 26.1, 60, 1.06, 3766, 80.1, 1.577, 3.041, 3.0576, 33.632
2023-01-23 03:17:30.07, 15.1, 26.1, 56, 0.97, 3776, 80.3, 1.575, 3.041, 3.0572, 33.627
2023-01-23 03:18:00.07, 15.1, 26.1, 56, 0.97, 3799, 80.8, 1.570, 3.040, 3.0567, 33.622
2023-01-23 03:18:30.07, 15.1, 26.0, 64, 1.16, 3797, 80.8, 1.561, 3.040, 3.0564, 33.618
2023-01-23 03:19:00.07, 15.1, 26.1, 56, 0.96, 3795, 80.8, 1.546, 3.041, 3.0562, 33.615
2023-01-23 03:19:30.07, 15.1, 26.0, 54, 0.92, 3781, 80.5, 1.529, 3.041, 3.0560, 33.613
2023-01-23 03:20:00.07, 15.1, 26.1, 58, 1.01, 3810, 81.1, 1.512, 3.042, 3.0559, 33.610
2023-01-23 03:20:30.07, 15.1, 26.1, 61, 1.08, 3793, 80.7, 1.501, 3.039, 3.0555, 33.609
2023-01-23 03:21:00.07, 15.2, 26.1, 52, 0.87, 3794, 80.7, 1.493, 3.037, 3.0551, 33.606
2023-01-23 03:21:30.07, 15.1, 26.0, 56, 0.97, 3666, 78.0, 1.483, 3.035, 3.0547, 33.604
2023-01-23 03:22:00.07, 15.1, 26.1, 56, 0.97, 3791, 80.7, 1.470, 3.032, 3.0540, 33.598
2023-01-23 03:22:30.07, 15.1, 26.0, 55, 0.94, 3778, 80.4, 1.460, 3.027, 3.0529, 33.589
2023-01-23 03:23:00.07, 15.1, 26.0, 56, 0.96, 3768, 80.2, 1.455, 3.019, 3.0511, 33.576
2023-01-23 03:23:30.07, 15.1, 26.0, 53, 0.89, 3756, 79.9, 1.449, 3.008, 3.0489, 33.560
2023-01-23 03:24:00.07, 15.1, 26.0, 69, 1.28, 3742, 79.6, 1.444, 2.997, 3.0466, 33.545
2023-01-23 03:24:30.07, 15.1, 26.0, 54, 0.92, 3725, 79.3, 1.440, 2.985, 3.0444, 33.531
2023-01-23 03:25:00.07, 15.1, 26.0, 68, 1.26, 3727, 79.3, 1.435, 2.974, 3.0425, 33.518
2023-01-23 03:25:30.07, 15.2, 26.2, 61, 1.09, 3724, 79.2, 1.433, 2.963, 3.0406, 33.507
2023-01-23 03:26:00.07, 15.1, 26.1, 59, 1.03, 3717, 79.1, 1.428, 2.952, 3.0388, 33.496
2023-01-23 03:26:30.07, 15.1, 26.1, 59, 1.04, 3720, 79.1, 1.422, 2.941, 3.0370, 33.486
2023-01-23 03:27:00.07, 15.1, 26.1, 54, 0.92, 3718, 79.1, 1.417, 2.929, 3.0352, 33.477
2023-01-23 03:27:30.07, 15.1, 26.1, 54, 0.92, 3712, 79.0, 1.414, 2.918, 3.0338, 33.470
2023-01-23 03:28:00.07, 15.1, 26.1, 55, 0.94, 3719, 79.1, 1.411, 2.908, 3.0325, 33.465
2023-01-23 03:28:30.07, 15.1, 26.0, 58, 1.01, 3718, 79.1, 1.411, 2.902, 3.0316, 33.460
2023-01-23 03:29:00.07, 15.1, 26.0, 62, 1.11, 3713, 79.0, 1.405, 2.896, 3.0308, 33.457
2023-01-23 03:29:30.07, 15.1, 26.0, 55, 0.94, 3706, 78.8, 1.397, 2.891, 3.0301, 33.453
2023-01-23 03:30:00.07, 15.1, 26.1, 57, 0.99, 3719, 79.1, 1.393, 2.886, 3.0293, 33.450
2023-01-23 03:30:30.07, 15.1, 26.1, 65, 1.19, 3700, 78.7, 1.392, 2.881, 3.0286, 33.445
2023-01-23 03:31:00.07, 15.2, 26.1, 56, 0.96, 3697, 78.7, 1.386, 2.878, 3.0281, 33.442
2023-01-23 03:31:30.07, 15.2, 26.1, 58, 1.01, 3694, 78.6, 1.386, 2.878, 3.0277, 33.439
2023-01-23 03:32:00.07, 15.2, 26.1, 58, 1.01, 3692, 78.6, 1.388, 2.876, 3.0274, 33.436
2023-01-23 03:32:30.07, 15.2, 26.1, 62, 1.11, 3694, 78.6, 1.406, 2.873, 3.0269, 33.433
2023-01-23 03:33:00.07, 15.2, 26.1, 57, 0.99, 3700, 78.7, 1.425, 2.871, 3.0264, 33.429
2023-01-23 03:33:30.07, 15.2, 26.1, 56, 0.96, 3710, 78.9, 1.439, 2.866, 3.0256, 33.424
2023-01-23 03:34:00.07, 15.2, 26.1, 57, 0.99, 3715, 79.0, 1.451, 2.862, 3.0250, 33.421
2023-01-23 03:34:30.07, 15.2, 26.1, 58, 1.01, 3707, 78.9, 1.458, 2.857, 3.0243, 33.418
2023-01-23 03:35:00.07, 15.1, 26.1, 56, 0.96, 3713, 79.0, 1.462, 2.851, 3.0237, 33.416
2023-01-23 03:35:30.07, 15.3, 26.3, 67, 1.25, 3725, 79.3, 1.460, 2.848, 3.0233, 33.416
2023-01-23 03:36:00.07, 15.2, 26.3, 57, 0.99, 3727, 79.3, 1.468, 2.846, 3.0235, 33.420
2023-01-23 03:36:30.07, 15.2, 26.2, 59, 1.03, 3730, 79.4, 1.468, 2.848, 3.0245, 33.430
2023-01-23 03:37:00.07, 15.2, 26.2, 65, 1.19, 3743, 79.6, 1.470, 2.854, 3.0264, 33.447
2023-01-23 03:37:30.07, 15.2, 26.1, 55, 0.94, 3736, 79.5, 1.465, 2.864, 3.0286, 33.463
2023-01-23 03:38:00.07, 15.1, 26.1, 67, 1.23, 3738, 79.5, 1.463, 2.873, 3.0304, 33.476
2023-01-23 03:38:30.07, 15.2, 26.2, 59, 1.03, 3732, 79.4, 1.455, 2.880, 3.0316, 33.484
2023-01-23 03:39:00.07, 15.1, 26.1, 57, 0.99, 3733, 79.4, 1.447, 2.884, 3.0324, 33.488
2023-01-23 03:39:30.07, 15.2, 26.1, 54, 0.92, 3737, 79.5, 1.439, 2.890, 3.0331, 33.491
